model,balancing_method,split,accuracy,precision_macro,recall_macro,f1_macro,precision_weighted,recall_weighted,f1_weighted
tfidf_logreg,none,val,0.7458888888888889,0.7479856831221707,0.7458888888888889,0.7466239337588227,0.7479856831221707,0.7458888888888889,0.7466239337588226
tfidf_logreg,none,test,0.7486666666666667,0.7518884141495118,0.7486666666666667,0.7499424283977669,0.7518884141495118,0.7486666666666667,0.749942428397767
tfidf_logreg,class_weight,val,0.7458888888888889,0.7479856831221707,0.7458888888888889,0.7466239337588227,0.7479856831221707,0.7458888888888889,0.7466239337588226
tfidf_logreg,class_weight,test,0.7486666666666667,0.7518884141495118,0.7486666666666667,0.7499424283977669,0.7518884141495118,0.7486666666666667,0.749942428397767
tfidf_logreg,oversampling,val,0.7443333333333333,0.7504805376631029,0.7443333333333332,0.7466811313898291,0.7504805376631027,0.7443333333333333,0.7466811313898292
tfidf_logreg,oversampling,test,0.7473888888888889,0.7539208854808961,0.747388888888889,0.7498519475207246,0.7539208854808961,0.7473888888888889,0.7498519475207247
