epoch,train_loss,train_acc,val_loss,val_acc
1,0.607399493508862,0.7244876902807981,0.5075546378008425,0.7721111111111111
2,0.4773947100891505,0.7918855854854839,0.4989370542907588,0.7796666666666666
3,0.3826219386938125,0.8379498087271227,0.5319650694794066,0.7762222222222223
